q1	q2	q3	q4	q5	q6	q7	q8	q9	q10	q11	q12	q13	q14	q15	q16	q17	q18	q19	q20	q21	q22	Location	Position	Status	Gender	Comments	PDCPDCProjectID	PDCPDCAppVer	Date	HTTP_USER_AGENT	REMOTE_ADDR	REMOTE_HOST	REMOTE_USER
1	3	2	2	3	3	1	1	1	3	3	3	3	1	1	2	2	2	2	1	1	1	1	2	1	2		Climate	3.00.63	Wed Feb 05 2002 14:50:48	Mozilla/4.77 [en] (WinNT; U)	155.31.11.203	node11-203.unnamed.db.erau.edu	
2	2	1	3	3	2	2	2	3	3	3	3	3	3	3	2	3	2	2	1	1	3	1	2	1	1		Climate	3.00.63	Wed Feb 05 2002 14:54:00	Mozilla/4.51 [en] (WinNT; U)	155.31.25.223	node25-223.unnamed.db.erau.edu	
2	1	2	1	1	1	1	1	2	2	3	3	2	2	3	1	2	1	1	1	1	2	2	2	1	2		Climate	3.00.63	Wed Feb 05 2002 14:54:01	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	206.207.155.151	local151-155.campus.pr.erau.edu	
2	2	5	3	1	2	1	2	2	2	3	2	2	3	4	4	5	2	1	1	1	1	4	2	1	1		Climate	3.00.63	Wed Feb 05 2002 14:54:37	Mozilla/4.61 [en] (Win98; I)	67.226.106.63	1cust63.tnt8.everett2.wa.da.uu.net	
1	1	2	1	1	1	1	1	2	2	2	3	2	1	2	1	2	1	1	2	1	1	1	2	1	1		Climate	3.00.63	Wed Feb 05 2002 14:57:29	Mozilla/4.78 [en] (WinNT; U)	155.31.230.185	node230-185.unnamed.db.erau.edu	
2	2	3	2	2	2	1	1	1	3	3	3	4	3	2	1	3	2	2	2	2	2	1	1	1			Climate	3.00.63	Wed Feb 05 2002 14:58:33	Mozilla/4.51 [en] (WinNT; U)	155.31.12.6	node12-6.unnamed.db.erau.edu	
5	3	4	3	2	2	2	4	3	2	2	2	2	2	5	1	3	3	3	2	2	3	2	2	1	1		Climate	3.00.63	Wed Feb 05 2002 14:59:42	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 4.0)	206.207.155.196	local196-155.campus.pr.erau.edu	
4	2	5	4	1	1	2	2	2	3	2	3	4	5	3	5	5	4	2	1	1	2	3	2	1	1	Communication      communication      communication!  Respect      respect      respect!  Without them      total chaos.                    In regards to the evaluation process: for a better understanding of someone's performance      we might want to get (anonymous) input from those supported by their position.                    	Climate	3.00.63	Wed Feb 05 2002 15:02:35	Mozilla/4.72 [en] (WinNT; I)	155.31.11.62	node11-62.unnamed.db.erau.edu	
3	5	5	4	3	4	2	2	3	2	3	3	4	2	3	4	4	3	2	2	2	3	2	1	1	2	I like this method of surveying the faculty/staff.          I believe since Peter Quigley has left the Dean of Academics position      the faculty at Prescott will gain more confidence in their academic leadership.  I also believe that position should be filled on this campus as it will be at Daytona and the Extended Campus.          I'm an engineering faculty and believe our new Dean of the College of Engineering (Don) is headed in the right direction.  Don will gain more respect and trust from the faculty than did the previous Dean in recent years.	Climate	3.00.63	Wed Feb 05 2002 15:06:21	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	206.207.156.80	local80-156.campus.pr.erau.edu	
2	3	3	3	2	2	3	4	4	3	3	4	4	5	1	2	3	3	2	3	2	4	1	2	1	2	I wish the management would stop insulting our intelligence by pretending to address the inadequacies of our salaries. Our salaries have little more than kept pace with inflation since Dr. Ebbs began his PR campaign. Everyone that works at this university has witnessed the free flow of money that seems to only gets damned up in payroll. Dr. Ebbs has been quoted on many occasion that the university depends too heavily on student tuition yet it has skyrocketed since he has come aboard. I wish we were getting the same slice of that tuition pie as we did under Sliwa. The atmosphere is excellent here and the benefits are good      but our wages are suffocating. I have seen many excellent employees reluctantly walk out the door because it.          	Climate	3.00.63	Wed Feb 05 2002 15:08:53	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)	155.31.19.26	ciscoworks.network.db.erau.edu	
2	1	1	2	2	2	1	2	2	1	2	2	2	2	4	2	4	4	2	1	2	3	2	1	1	2	I have not seen evidence of attempts to increase the diversity of faculty or satff. Moreover      I haven't seen any concerted attempts to increase underrepresented among administration or the BOT's.           Effective communication remains a significant problem between faculties at the different campuses. The DB faculty appears to provide little regard to the opinions of the LESSER GROUP found in Prescott.           A need exists to faciliate real communication between lead administration and faculty - more than informational meetings where administrators let us know what is going on and respond to questions.	Climate	3.00.63	Wed Feb 05 2002 15:09:29	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	206.207.156.186	local186-156.campus.pr.erau.edu	
2	3	2	2	2	3	2	2	3	3	3	3	3	3	3	2	2	2	2	1	1	2	4	2	2	2		Climate	3.00.63	Wed Feb 05 2002 15:09:41	Mozilla/4.61 [en] (Win98; U)	208.34.10.182	pt9-55.rapidnet.com	
1	1	2	1	1	1	1	2	2	2	2	2	2	2	3	1	2	2	2	2	1	2	4	2	1	2		Climate	3.00.63	Wed Feb 05 2002 15:10:03	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)	63.15.26.25	1cust25.tnt3.omaha.ne.da.uu.net	
4	4	2	3	1	1	1	4	2					4	4		2		3	1	1	4	4	2	1	1		Climate	3.00.63	Wed Feb 05 2002 15:12:36	Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)	67.201.74.151	1cust151.tnt2.williamsburg.va.da.uu.net	
2	1	2	1	1	1	1	1	3	3	2	2	2	3		2	2	2	1	1	1	1	4	2	1	1	My paycheck barely covers my house payment      utilities and groceries. If I didn't have a pension to supplement my income           I couldn't afford to work here. I am currently looking for a part-time job for extra income.	Climate	3.00.63	Wed Feb 05 2002 15:16:08	Mozilla/4.61 [en] (Win98; U)	216.135.74.66	pm3a-66.rad.bluegrass.net	
3	2	2	3	3	2	2	2	2	2	2	3	2	2	2	3	4	4	2	1	1	1	4	2	1	1		Climate	3.00.63	Wed Feb 05 2002 15:17:23	Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)	216.146.31.53	pm2.crp.302.intcomm.net	
3	2	4	3	3	3	2	2	3	3	4	2	3	3	2	2	2	2	2	2	2	2	4	2	1	1		Climate	3.00.63	Wed Feb 05 2002 15:20:10	Mozilla/4.61 [en] (Win98; U)	63.59.65.38	1cust38.tnt8.indianapolis.in.da.uu.net	
2	2	2	2	2	2	2						3	2		2	3	2	2	2	3	3	1	2	1	1		Climate	3.00.63	Wed Feb 05 2002 15:21:43	Mozilla/4.75 [en] (WinNT; U)	155.31.22.236	node22-236.unnamed.db.erau.edu	
2	1	2	1	1	1	1	3						2	2	2	5	2	2	1	1	1	1	1	1	2	1. Processes connected with assessment and strategic planning are not shared with all faculty.                    2. Relations among campuses are dismal. For example      our current system for changing curriculum is at best Byzantine.                    3. If we're going to have one University      we need to terminate immediately doing everything in triplicate. In short      we should have one curriculum committee      one faculty senate      one department for each academic program      etc.	Climate	3.00.63	Wed Feb 05 2002 15:24:10	Mozilla/4.72 [en] (WinNT; U)	155.31.16.230	node16-230.unnamed.db.erau.edu	
4	5	5	5	4	3	1	1	1	1	1	4	4	5	3	5	5	5	3	1	1	1		2	1	1	Communication between departments is nonexistent. Very frustrating place to conduct business.                    The building needs to be checked out for "sick" building syndrom.  Poor light      bad air.  Mold      Dust      Asbestos.                    	Climate	3.00.63	Wed Feb 05 2002 15:25:10	Mozilla/4.51 [en] (WinNT; U)	155.31.11.36	node11-36.unnamed.db.erau.edu	
4	2	4	4	1	1	2	2	2	2	2	4	4	5	3	4	5	3	2	1	1	2	3	2	1	1	Communication is a major problem with our department.  My direct supervisor is strong in this area      it is the people above her.  We are told how to do one thing one way then a few weeks later      we are told to do the same thing another way and then later on it changes.  Sometimes when you ask the manager a question you are given a very demeaning answer with no respect and you are made to feel stupid.  We all work very hard and are underpaid for the position we are in.  In regards to our building      this is a 'sick' building and needs a major overhaul.  Poor lighting      mold      poor air quality and dust is a major concern and the cause of frequent sickness with employees.  I understand that ERAU has just signed another 4-yr lease      I would strongly suggest that these health issues be looked at closely.  Thank you for listening.	Climate	3.00.63	Wed Feb 05 2002 15:29:08	Mozilla/4.51 [en] (WinNT; U)	155.31.11.138	node11-138.unnamed.db.erau.edu	
2	2	2	2	2	2	2	3	3	3	3		2	2		2	3	2	2	2	2	2	2	2	1	2		Climate	3.00.63	Wed Feb 05 2002 15:29:17	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	206.207.155.201	local201-155.campus.pr.erau.edu	
4	2	5	4	1	1	5	5	5	5	5	5	5	5	5	4	5	5	5	1	5	5	1	1	1	2	Question # 8 is problematic.  While I may have some confidence in the new CAO and Chancellor      I have no confidence in the President      and other V-P's.  It seems the more you screw-up around here you are never fired      but given another job.  Just look at some of the former V-P's or Directors who seem to have been laterally moved instead of released.                              I will be surprised if these numbers are ever reported in a manner in which independent (non-administrative) personnel  can examine and interpret.                     In three years I have yet to hear Dr. Ebb's himself define what is meant by "One University"  He is the President of the organization but cannot define his own strategy.                    Spending is not student foused or academic focused      but seems to be guided by what is best for the administration and the priority of two offices: The President & Institutional Development.                    	Climate	3.00.63	Wed Feb 05 2002 15:30:10	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 4.0)	155.31.232.14	node232-14.acad.db.erau.edu	
4	1	2	2	2	2	1	1	2	2	2	2	2	2	3	2	2	2	2	1	4	2	4	2	1		Since my empoyment with ERAU      there has been an EXTREME lack in marketing support.  I was absolutely thrilled with the hiring of Beth Williams.  In one year      Beth created and completed more tools to support EC field marketing than had been done in combined years past.  IT HAS BEEN A HINDRANCE FOR THE EC FIELD TO LOSE SUCH A VALUABLE POSITION AND I FEEL IT IS A GREAT INJUSTICE TO THE EC FIELD NOT TO HAVE SUCH SUPPORT.   Once again      we are left with a vacant position.  I strongly feel that there needs to be a greater initiative to do more 'mass advertising' and sharing of EC field marketing efforts. For instance      if a center in Washington has a successful relationship with 'Company Q' and is able to offer a program      certificate      or series of courses that meets the needs of their employees; then how would a center in Kansas      where 'Company Q' also has a location      know about such a success?  There is a lack of sharing of information across the EC field. Along the same line of thought      has there been a center that has creatively and successfully marketed a degree program      certificate      or series of courses to a small      medium or large sized airport?  What center isn't located near an airport?  How great would it be to learn what others are doing.... let's hear about those success stories!  Has any center been able to market the logistics certificate within the wharehouse distribution arena?  We need a sort of network or source point that would facilitate a sharing of marketing ideas.	Climate	3.00.63	Wed Feb 05 2002 15:30:35	Mozilla/4.61 [en] (Win98; U)	63.11.55.57	1cust57.tnt3.minneapolis.mn.da.uu.net	
2	2	4	1	1	1	1	2	2	2	2	2	4	1	3	2	2	2	1	1	1	2	1	2	1	1	Sometimes I feel that the following quotes apply to ERAU:            "No new idea goes unpunished!"            "Penny wise      pound foolish!"                    None the less      ERAU is a great place to work!                                        	Climate	3.00.63	Wed Feb 05 2002 15:36:01	Mozilla/4.51 [en] (WinNT; U)	155.31.11.74	node11-74.unnamed.db.erau.edu	
2	2	3	2	2	2	1	3	4	3	3	2	4	3	3	2	4	2	2	1	2	3	1	2	1	2		Climate	3.00.63	Wed Feb 05 2002 15:41:45	Mozilla/4.51 [en] (WinNT; U)	155.31.22.218	node22-218.unnamed.db.erau.edu	
2	1	1	3	3	2	1	1	2	2	3	3	2	3	3	2	2	2	2	3	2	2	4	1	1	2	WITH the increased ability of regional academic advisors and others to communicate via E-mail with all faculty and staff      there seems to be a tendency to "broadcast" a lot of information in piecemeal fashion      often to persons not really needing specific info.                      This is especially critical with personnel matters      where performance and personal comments are often CC'd to persons not known by the intended addressee      who must then ask:  "Who got this and what must I now do regarding them?"  To all but the originator      the message goes unanswered      with the implication to CCs that it is complete and true      or that the recipient didn't choose to respond.                      When each new message asks for responses and/or actions      it generates yet another widening array of addressees and CCs      to the extent that the original intent of messages is either lost or buried under a lot of other such material.  It's difficult sometimes to tell whether you are receiving something you must act on      or just another CC copy.                    All of this is simply an unintended effect of our ability to communicate.  It's now time to avoid this effect before it makes the system less useful.                    The solution should include more careful distribution of messages by all parties      as well as a policy that makes this very clear and understandable.  Persons who send out a lot of response-required messages ought to use a more vivid message ID that makes it clear that a response is requested/required.           Finally      we all ought to use some kind of personal message control system that shows when specific messages went out and what responses have been received. Most of us have far too many items in our "messages you've received" file to be able to go back and recheck each one; it will require a separate control      either electronic or paper.                                         	Climate	3.00.63	Wed Feb 05 2002 15:44:08	Mozilla/4.0 (compatible; MSIE 5.5; AOL 5.0; Windows 98; Win 9x 4.90)	152.163.206.197	spider-tk052.proxy.aol.com	
3	2	2	2	3	5	2	2	2	2	2	2	3	3	3	2	3	3	1	2	2	2	1	2	1	1		Climate	3.00.63	Wed Feb 05 2002 15:46:05	Mozilla/4.72 [en] (WinNT; U)	155.31.23.57	node23-57.unnamed.db.erau.edu	
1	1	1	1	1	1	2	2	2	2	2	2	3	3	3	2	3	2	2	3	2	2	2	2	1	2	This is my first year at ERAU.  I believe the committees and the department heads do the best they can with the information presented.  However      it is hard for some staff and faculty to realize the importance of learning outside of the classroom.  Activities to keep the students active and involved must be present at ERAU.  Athletic      intramural      recreational      clubs      residence halls      etc.... must be addressed to improve the quality of life for the students.                      Why?  The students are the next alumni.  We need to treat the students with respect      care      and concern while they are here.  If we don't      they will not donate back to ERAU.  I can't believe a university with as much influence in the airline industry has an alumni giving rate of 4%.  We need to address that and soon.                    Thanks for taking the time to read this and I hope it helps.	Climate	3.00.63	Wed Feb 05 2002 15:48:45	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 4.0)	206.207.155.208	local208-155.campus.pr.erau.edu	
3	2	2	3	2	3	2	2	2	2	3	2	2	2	3	2	3	2	2	1	1	3	1	2	1	2		Climate	3.00.63	Wed Feb 05 2002 15:50:58	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 4.0)	155.31.19.164	node19-164.unnamed.db.erau.edu	
4	3	4	2	2	2	2	4	4	3	3	3	4	3	3	3	5	3	2	2	1	4	1	2	1	2	This is kind of a wishy-washy      self-serving questionnaire      with pretty predictable answers.  It doesn't appear that person who wrote it was interested in really finding out much of anything significant about the climate of the university.... 	Climate	3.00.63	Wed Feb 05 2002 15:54:15	Mozilla/4.76 [en] (WinNT; U)	155.31.248.56	node248-56.infotech.db.erau.edu	
2	1	2	3	3	1	1	2	1	1	1	2	2	2	2	2	4	2	1	2	2	3	1	2	1	1	I have several times requested      from both IT and Human Resources      specific training on university systems (namely colleague)      but to no avail. I've suggested a listserve be established to facilitate communications between staff who use like systems      but my suggestion was never implemented.  This does sometimes present a problem in effectively completing my work and advancing my abilities.                    	Climate	3.00.63	Wed Feb 05 2002 15:55:07	Mozilla/4.51 [en] (WinNT; U)	155.31.16.50	node16-50.unnamed.db.erau.edu	
2	2	3	1	1	1	2	3	2	2	2	2	4	2	2	5	5	2	2	2	2	2	3	2	1	2	I think a great idea would be to add a space below each field for specific areas of improvement and comments. Since these questions are open ended      it would be beneficial for a comments area.	Climate	3.00.63	Wed Feb 05 2002 15:55:24	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)	155.31.11.21	node11-21.unnamed.db.erau.edu	
3	2	4	2	2	2	2	2	1	2	3	2	4	3	3	2	3	3	2	1	1	1	1	1	1	2		Climate	3.00.63	Wed Feb 05 2002 15:55:44	Mozilla/4.72 [en] (WinNT; U)	155.31.69.79	node69-79.unnamed.db.erau.edu	
2	2	4	2	2	2	2	3	4	2	4	2		2	2	2	4	3	2	2	2	4	1	1	1	1	I enjoy working at Riddle      but believe we have some real issues with the President and new administration in terms of the many layers that have been added. I do not see the value added to the organization and I see a huge drain on our valuable resources. I also do not believe the President wants to be involved with the faculty      nor do I believe that he understands the roles of faculty within universities today. I think much needs to be done in this area. I do not have the confidence in this area that I believe should be there      but maybe time and a huge improvement of communication will change  my opinion      but typically when the high level person protects himself from the organization with that many layers      he is not interested in changing. We will see. Some of us have a invested a lot of our lives in this organization and wish to see it thrive. Thanks.	Climate	3.00.63	Wed Feb 05 2002 15:56:18	Mozilla/4.76 [en] (WinNT; U)	155.31.16.224	node16-224.unnamed.db.erau.edu	
2	2	2	1	1	2	2	2	3	3	3	3	3	2	3	3	4	2	2	2	2	4	1	2	1	2		Climate	3.00.63	Wed Feb 05 2002 15:57:47	Mozilla/4.72 [en] (WinNT; U)	155.31.249.83	node249-83.sim.db.erau.edu	
4	1	4	1	1	1	1	1	3	3	3	3	3	2	2		4	4	2	2	2	3	4	2	1	1		Climate	3.00.63	Wed Feb 05 2002 16:00:00	Mozilla/4.61 [en] (Win98; U)	208.254.113.54	208-254-113-54.du.kgfs.pldi.net	
2		3	2	2		1	1	1	2	2	2	2	3	3	2	2	2	1	1	1	3	2	2	1	1		Climate	3.00.63	Wed Feb 05 2002 16:01:49	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	206.207.155.86	local86-155.campus.pr.erau.edu	
2	3	2	2	2	2	3	2	4	3	3	3	3	2	3	2	3	2	2	2	3	2	1	2	2	2		Climate	3.00.63	Wed Feb 05 2002 16:01:54	Mozilla/4.72 [en] (WinNT; U)	155.31.19.146	node19-146.unnamed.db.erau.edu	
2	2	4	3	2	4	1	1	1	1	1	3	2	1	4	4	4	5	1	1	1	2	3	2	1	1	Our building at extended campus is not conducive to conduct business.  It is noisy      damp and there is no ventilation       making many employees cough and sneeze all day.  We have had our food vending machines (bagels      sandwiches      milk etc.)removed with no real explanation and no recourse to put them back in.                    	Climate	3.00.63	Wed Feb 05 2002 16:05:02	Mozilla/4.72 [en] (WinNT; I)	155.31.11.179	node11-179.unnamed.db.erau.edu	
4	1	1	2	2		1	1	1	1	2	2				2	4	1	1		2	1	1	2	1			Climate	3.00.63	Wed Feb 05 2002 16:07:35	Mozilla/4.72 [en] (WinNT; U)	155.31.21.145	node21-145.unnamed.db.erau.edu	
1	1	4	2	2	4	1	4	2	4	3	4	2	1	5	3	4	4	1	1	1	3	1	2	1	2	The University is a great place to work with much potential.  We need to expand our horizons and think globally      not locally.  To achieve this potential      there needs to a better sense of "one-university" with more support for the president's direction and 2010 plan.          The University needs to assess the areas where there is low return eliminate those programs and invest that funding in strategic priorities.  There are too many low performers/weak departments or programs who are allowed to hang on while many are busting their butts to get their work done and make ERAU a better place.          Benefits for faculty/staff need to be analyzed and perhaps a "menu of options" should be offerred with more individual preference and choice due to individual situations -- ie give a dollar amount and let employees choose; some may want more health care      some more insurance      some more vacation or more retirement due to children or family circumstances.          The University needs to upgrade the services to students for the new tuition they are paying.          Faculty need to get into the modern world and begin to improve their teaching and use of technology.  To do this      the University needs to develop a better program for support of faculty and more resources dedicated to academic support and technology.	Climate	3.00.63	Wed Feb 05 2002 16:07:45	Mozilla/4.51 [en] (WinNT; U)	155.31.248.156	node248-156.infotech.db.erau.edu	
2	2	4	2	2	2	2	4	2	2	2	2	4	2	3	2	4	2	2	2	2	2	4	2	1	2		Climate	3.00.63	Wed Feb 05 2002 16:10:30	Mozilla/4.72 [en] (Win98; U)	63.10.21.77	1cust77.tnt3.shreveport.la.da.uu.net	
4	2	4	2	2	2	2	2	2	5	4	4	5	4	4	3	3	2	2	2	1	4	1	1	1	2		Climate	3.00.63	Wed Feb 05 2002 16:18:51	Mozilla/4.51 [en] (WinNT; U)	155.31.70.232	node70-232.unnamed.db.erau.edu	
2	2	3	2	2	2	2	3	2	2	3	2	2	3	2	2	3	2	2	2	2	2	1	1	1	2		Climate	3.00.63	Wed Feb 05 2002 16:27:54	Mozilla/4.0 (compatible; MSIE 5.0; MSNIA; Windows 98; DigExt)	63.24.112.143	1cust143.tnt2.daytona-beach.fl.da.uu.net	
1	1	1	3	3	2	2	2	3	3	3	2	3	4	3	2	2	2	2	1	1	2	1	2	1	1		Climate	3.00.63	Wed Feb 05 2002 16:28:35	Mozilla/4.61 [en] (WinNT; I)	155.31.25.47	node25-47.unnamed.db.erau.edu	
1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1	1	1	1	4	1	1	1		Climate	3.00.63	Wed Feb 05 2002 16:29:50	Mozilla/4.61 [en] (Win98; I)	63.57.227.233	1cust233.tnt7.indianapolis.in.da.uu.net	
1	1	1	2	2	2	1	1	1	1	1	1	4	4	4	2	4	2	2	2	2	3	4	1	2	2	I disagreed in three areas. Policies are developed and implemented at the university level. The actual result of implementation and application  is somewhat biased by the directors who hold power over regions. Pay is still held hostage by the powers to be and favored instructors are given higher percentage of pay. The pay directives do not give this type of direction. Benefits are non-existant for part-time faculty. Long term part time faculty should at least be recognized for longevity. There are very few minorities at the management level of the university.	Climate	3.00.63	Wed Feb 05 2002 16:32:46	Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)	143.120.28.155	cc1	
2	2	3	2	3	4	1	3	3	2	3	2	3	2	2	2	3	2	1	1	1	2	1	2	1	1		Climate	3.00.63	Wed Feb 05 2002 16:34:57	Mozilla/4.72 [en] (WinNT; U)	155.31.22.241	node22-241.unnamed.db.erau.edu	
4	4	4	4	3	3	1	1	3	3	1	3	5	4	4	2	2	2	2	2	2	2	1	2	1	1		Climate	3.00.63	Wed Feb 05 2002 16:36:28	Mozilla/4.76 [en] (WinNT; U)	155.31.25.32	node25-32.unnamed.db.erau.edu	
2	5	4	3	5	5	1	3	2	3	2	2	4	2	5	5	5	1	2	1	1	4		2	1	1		Climate	3.00.63	Wed Feb 05 2002 16:37:53	Mozilla/4.78 [en] (WinNT; U)	155.31.22.248	node22-248.unnamed.db.erau.edu	
2	2	2	2	1	1	1	2	2	1	2	2	2	2	2	1	2	2	1	2	2	2	3	2	1	1		Climate	3.00.63	Wed Feb 05 2002 16:38:40	Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)	155.31.19.107	node19-107.unnamed.db.erau.edu	
4	5	5	5	4	2	1	2	2	4	4	4	4	5	2	2	4	2	2	2	2	2	1	2	1	1	The actual operation of ERAU is not consistant with its image as a quality University. The "Riddle run-around" is a reality      and that's how students see us. The Strategic planning doesn't address the details of operation      but the details are what the students see. The details are also what staff sees      and if my pay is low compared to others in my field      the Strategy does little to help that fact.	Climate	3.00.63	Wed Feb 05 2002 16:40:21	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 4.0)	155.31.19.130	node19-130.unnamed.db.erau.edu	
2	2	4	2	1	1	1	3	2	2	2	1	5	4	2	1	2	3	2	1	1	3	1	1	1	2	In the last few years the number of administrative personnel has mushroomed while faculty has hardly changed.  We are working far too hard for far too little pay      and continue to do so out of dedication to the philosophical content of our jobs.  But there is a limit to everything.  We haven't had a significant pay raise in many years (greater than CPI increase) despite the tuition increases.  We hope the new administration will change these trends      but forgive us for being skeptical.  We have been treated with less than honest collegiality in the past. 	Climate	3.00.63	Wed Feb 05 2002 16:47:44	Mozilla/4.78 [en] (Windows NT 5.0; U)	155.31.70.82	node70-82.unnamed.db.erau.edu	
2	2	4	2	1	4	1	4	4	3	4	2	5	2	2	4	5	4	2	2	2	4	2	2	1	1	Historically      little has come of the climate surveys.  Please make it evident that someone is listening and plan to make positive changes.	Climate	3.00.63	Wed Feb 05 2002 16:48:17	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 4.0)	206.207.155.243	local243-155.campus.pr.erau.edu	
1	1	1	1	1		1	1	2	2	2		2		2	1		2	1	1	1	2	1	2	1	2		Climate	3.00.63	Wed Feb 05 2002 16:53:05	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 4.0)	155.31.22.213	node22-213.unnamed.db.erau.edu	
4	4	1	1	1	1	1	2	2	2	3	2	2	2	3	2	2	1	1	2	2	3	1	2	1	2	As an alumnus      staff      and adjucnt faculty I have a rare perspective.  I could not wish for a better place to work nor a better position.  Granted      I do not have access to every resource that will enable me to provide the level of service to students that I feel they deserve      but we must be realistic with our expectations and align them with our resources.  As for pay      with my education I would be payed significantly more in private industry.  Nevertheless      ERAU affords me the opportunity to enjoy myself in a challenging role.  Now the question is whether I am willing to relocate geographically to attain a higher salary rate?  Being the head of a young family with a single income is difficult indeed.  I would state that if salary does not continue to keep pace with the COLA/ inflation/ our peers      then yes      I would say goodbye to the job I LOVE to be a better provider.  I reason that I have a few years until I will have to make that decision.                      This survey instrument is flawed as I am free to sumit multiple surveys thus skewing the results.  Maybe the next iteration of Blackboard can help?	Climate	3.00.63	Wed Feb 05 2002 16:57:12	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)	155.31.19.136	node19-136.unnamed.db.erau.edu	
4	2	3	4	2	1	1	4	2	2	2	2	2	2	4	2	3	4	3	1	2	2	2	1	1	1	I have some concerns about the lack of proactive measures being taken to recruit and retain female faculty and staff      as well as the lack of promotion of (primarily staff) women in the workplace.  It is generally believed that      in some recent staff hirings at Prescott (the Assistant to Chancellor position and the Summer Programs position)      two qualified women were by-passed by two lesser qualified men due to gender or nepotism. Of particular concern was the fact that one of the men selected was the Chancellor's brother-in-law      reportedly at a salary level far about the amount advertised. Further      the "resignation" of Peter Quickly as Dean of Academics was a tremendous blow to many on campus including faculty      staff and students. His progressive work had resulted - almost single-handedly - in the beginning of true diversification of the Prescott campus. It is now perceived that he was asked to step down from the Dean of Academics role because of his progressive nature      vocal support for diversity      and his support for non-traditional program initiatives. The forced resignation of Dean Quigley sent a signal to all that      despite his compelling support of the 2010 vision and strategic mission which calls for diversity and non-traditional programs      there remains a strong undercurrent of "traditional" resistance to change that will ultimately prevent 2010 vision from coming to fruition. Those whom Dean Quigley recruited within an active plan of increasing diversity feel almost abandoned by the current administration due to the non-support of Dean Quigley. Many perceive the current Prescott leadership intends to stall or even reverse the diversity progress made over the past 4-5 years. Some non-traditional non-tenure faculty in underrepresented groups actually fear they have no future at Embry Riddle. Female and minority students continually and openly express concerns over the disparate gender and race "ratios" at ERAU.  As such      active steps need to be taken to address this concern or the University will potentially lose the progress made in recruiting and retaining those under-represented groups in the student population and within the faculty. Thanks for the opportunity to share these concerns in a confidential manner. I truly want the best for the University and its students      and hope these matters will be constructively addressed by University Administration.	Climate	3.00.63	Wed Feb 05 2002 17:11:02	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 4.0)	206.207.156.181	local181-156.campus.pr.erau.edu	
4	3	2	2	2	2	2	2	4	3	4	4	5	3	1	2	3	3	2	1	3	2	2	1	1	2	Faculty morale has improved as a result of recent organizational changes on this campus.	Climate	3.00.63	Wed Feb 05 2002 17:23:57	Mozilla/4.78 [en] (WinNT; U)	206.207.155.210	local210-155.campus.pr.erau.edu	
2	2	4	1	1	1	1	2	2	2	2	1	4	4	2	1	4	1	1	3	2	2	2	2	1	1		Climate	3.00.63	Wed Feb 05 2002 17:38:01	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	206.207.155.167	local167-155.campus.pr.erau.edu	
2	2	2	2	3	2	1	1	2	2	2	2	3	3	4	2	4	2	2	2	2	2	2	2	1	1	If I were to leave the University today      I would be replaced with someone coming in at my current salary level.  I have been with the University 10 years.  We have a way to go yet.                    I have resigned from any leadership positions within my professional organizations      and stepped down from community volunteer activities      as my campus workload had become too involved in recent years to continue with these additional activities. 	Climate	3.00.63	Wed Feb 05 2002 17:39:17	Mozilla/4.08 [en] (WinNT; U ;Nav)	206.207.155.51	local51-155.campus.pr.erau.edu	
2	2	2	3	3	3	2	2	2	2	3	3	3	3	3	2	3	2	2	2	2	2	4	2	2	1		Climate	3.00.63	Wed Feb 05 2002 17:43:05	Mozilla/4.77 [en] (Win98; U)	204.154.246.136	pm136.ridgenet.net	
2	1	2	1	1	1	1	2	1	1	2	2	4	2	4	1	4	3	3	1	1	1	2	2	1	1	I think it is apparent from the University's publications such as The Leader that the Prescott campus is considered "the forgotten child."  There are great inequities in resource allocation      despite Prescott having higher student satisfaction and lower attrition rates.  But      in the past year these issues have at least been addressed      which is a good sign.                      	Climate	3.00.63	Wed Feb 05 2002 17:44:14	Mozilla/4.08 [en] (WinNT; U ;Nav)	206.207.155.56	local56-155.campus.pr.erau.edu	
